"dataset","method","family","needs_grid","seed","fold","acc","bal_acc","macro_prec","macro_rec","macro_f1","micro_f1","kappa","auc","logloss","brier","k_sel","gamma_sel","s_sel","n_sel","lambda","seconds","ok","error"
"japanese_vowels","SFKmL-C(dense) + kNN","proposed",FALSE,1,1,0.961538461538462,0.954415954415954,0.961301044634378,0.954415954415954,0.95341945919951,0.961538461538462,0.95635533472101,NA,0.585079546147151,0.056,5,1,3.46410161513775,12,1.42857142857143,0.143165826797485,TRUE,""
"japanese_vowels","MFKmL-C + kNN","proposed",FALSE,1,1,0.961538461538462,0.953703703703704,0.965657784481314,0.953703703703704,0.952744704474028,0.961538461538462,0.95632307485553,NA,0.842021074884937,0.064957264957265,3,1,3.46410161513775,12,1.42857142857143,0.0934650897979736,TRUE,""
"japanese_vowels","DTW + kNN","distance",FALSE,1,1,0.969230769230769,0.966239316239316,0.974519632414369,0.966239316239316,0.968439369380565,0.969230769230769,0.965081923180231,NA,1.06273158138187,0.0615384615384615,1,1,3.46410161513775,12,1.42857142857143,0.0840260982513428,TRUE,""
"japanese_vowels","SFKmL-C + kNN","proposed",FALSE,1,1,0.961538461538462,0.959045584045584,0.959515792849126,0.959045584045584,0.958385725939855,0.961538461538462,0.956387546967257,NA,0.581670080928392,0.0598290598290598,3,1,2.772334981081,11,1.42857142857143,0.74921703338623,TRUE,""
"japanese_vowels","SFKmL-C(dense) + SVM","proposed",FALSE,1,1,0.538461538461538,0.522850297850298,0.556492670720503,0.522850297850298,0.419796821112611,0.538461538461538,0.475665501478892,NA,1.38971546596812,0.580752113767854,NA,1,3.46410161513775,12,1.42857142857143,0.303435087203979,TRUE,""
"japanese_vowels","MFKmL-C + SVM","proposed",FALSE,1,1,0.523076923076923,0.504250379250379,0.491445088136265,0.504250379250379,0.41391104022683,0.523076923076923,0.458624395486298,NA,1.32011143123858,0.556251519735525,NA,1,3.46410161513775,12,1.42857142857143,0.267153978347778,TRUE,""
"japanese_vowels","DTW + SVM","distance",FALSE,1,1,0.584615384615385,0.5750481000481,0.685947712418301,0.5750481000481,0.474514623544455,0.584615384615385,0.529522149989947,NA,1.2523835325683,0.523824992876337,NA,1,3.46410161513775,12,1.42857142857143,0.28865122795105,TRUE,""
"japanese_vowels","SFKmL-C + SVM","proposed",FALSE,1,1,0.546153846153846,0.531216931216931,0.512983641209448,0.531216931216931,0.435241820768137,0.546153846153846,0.484958366908407,NA,1.30277568789719,0.547751749448874,NA,1,2.772334981081,11,1.42857142857143,0.781831026077271,TRUE,""
"japanese_vowels","SFKmL-C(dense) + kFDA","proposed",FALSE,1,1,0.961538461538462,0.964285714285714,0.96526037315511,0.964285714285714,0.963324642793242,0.961538461538462,0.956413867095822,NA,1.62547043988969,0.723739170022838,NA,1,3.46410161513775,12,1.42857142857143,0.572031021118164,TRUE,""
"japanese_vowels","MFKmL-C + kFDA","proposed",FALSE,1,1,0.923076923076923,0.922257834757835,0.937749287749288,0.922257834757835,0.92455938697318,0.923076923076923,0.91266962246406,NA,1.63519026881071,0.726268659442931,NA,1,3.46410161513775,12,1.42857142857143,0.523700952529907,TRUE,""
"japanese_vowels","DTW + kFDA","distance",FALSE,1,1,0.992307692307692,0.992592592592593,0.992063492063492,0.992592592592593,0.99205335603803,0.992307692307692,0.991276338746477,NA,1.52213820130038,0.686028843500625,NA,1,3.46410161513775,12,1.42857142857143,0.563017129898071,TRUE,""
"japanese_vowels","SFKmL-C + kFDA","proposed",FALSE,1,1,0.984615384615385,0.982193732193732,0.982193732193732,0.982193732193732,0.982193732193732,0.984615384615385,0.98255033557047,NA,1.60687531407256,0.717190717490709,NA,1,2.772334981081,11,1.42857142857143,1.0399329662323,TRUE,""
"japanese_vowels","SFKmL-C(gap) + medoid","proposed",FALSE,1,2,0.511627906976744,0.507367632367632,0.519989244588787,0.507367632367632,0.509222842047494,0.511627906976744,0.446314211745469,NA,1.73351357090528,0.774093989594103,NA,NA,1.02,2,0.714285714285714,3.71487092971802,TRUE,""
"japanese_vowels","SFKmL-C(gaplab) + medoid","proposed",FALSE,1,2,0.511627906976744,0.507367632367632,0.519989244588787,0.507367632367632,0.509222842047494,0.511627906976744,0.446314211745469,NA,1.73351357090528,0.774093989594103,NA,NA,1.02,2,0.714285714285714,0.350358009338379,TRUE,""
"japanese_vowels","1NN-DTW","distance",FALSE,1,2,0.953488372093023,0.958582621082621,0.959862577509636,0.958582621082621,0.959002045208942,0.953488372093023,0.947221275144903,NA,1.60645471604236,0.0930232558139535,1,NA,NA,12,0.714285714285714,0.00380396842956543,TRUE,""
"japanese_vowels","1NN-DDTW","distance",FALSE,1,2,0.744186046511628,0.727002164502164,0.788450738320019,0.727002164502164,0.694304490655422,0.744186046511628,0.709002665937521,NA,2.04595497944193,0.852936341370139,1,NA,NA,NA,0.714285714285714,0.0866379737854004,TRUE,""
"japanese_vowels","NC-DBA","distance",FALSE,1,2,0.953488372093023,0.950035612535613,0.951396011396011,0.950035612535613,0.949946408918282,0.953488372093023,0.947210476060565,NA,1.71265490225483,0.7561625571746,NA,NA,NA,NA,0.714285714285714,0.401281118392944,TRUE,""
"japanese_vowels","DistSpace-Frechet","depth",FALSE,1,2,0.930232558139535,0.926887464387464,0.944159544159544,0.926887464387464,0.932166199813259,0.930232558139535,0.920675047827275,NA,1.67509475746765,0.129198966408269,3,NA,NA,11,0.714285714285714,0.635382175445557,TRUE,""
